QKEY,XVET_W48.5,DEVICE_TYPE_W48.5,LANG_W48.5,SERVEDACS_W48.5,ERAACS_1_W48.5,ERAACS_2_W48.5,ERAACS_3_W48.5,ERAACS_4_W48.5,ERAACS_5_W48.5,ERAACS_6_W48.5,ERAACS_7_W48.5,ERAACS_8_W48.5,ERAACS_9_W48.5,LASTERA_W48.5,BRANCH_1_W48.5,BRANCH_2_W48.5,BRANCH_3_W48.5,BRANCH_4_W48.5,BRANCH_5_W48.5,BRANCH_6_W48.5,BRANCH_7_W48.5,BRANCH_8_W48.5,BRANCH_9_W48.5,BRANCH_10_W48.5,BRANCH_11_W48.5,BRANCH_12_W48.5,BRANCH_97_W48.5,ACTIVATED_W48.5,E2MOD_W48.5,E3MOD_W48.5,SATLIFEa_W48.5,SATLIFEb_W48.5,SATLIFEc_W48.5,SATLIFEd_W48.5,SATLIFEe_W48.5,TRUMPCMD_W48.5,TRUMPCMD2_W48.5,TRUMPVET_W48.5,MILBUDGET_W48.5,TRUMPMIL_W48.5,TRUMPTRSTa_W48.5,TRUMPTRSTb_W48.5,TRUMPRELY_W48.5,TRUMPAPPROVa_W48.5,TRUMPAPPROVb_W48.5,TRUMPAPPROVc_W48.5,IRAQWRTH_W48.5,AFGHANWRTH_W48.5,SYRIAWRTH_W48.5,MILCIV_REASK,MILCIVa_W48.5,MILCIVb_W48.5,MILCIVc_W48.5,MILCIVd_W48.5,MILCIVe_W48.5,MILCIVf_W48.5,MILCIVg_W48.5,MILCIVh_W48.5,MILCIVi_W48.5,MILPOLICYa_W48.5,MILPOLICYb_W48.5,MILPOLICYc_W48.5,MILPOLICYd_W48.5,JOIN_W48.5,YEARSERV_W48.5,RANK_W48.5,SERVIRAQ_W48.5,SERVAFGHAN_W48.5,MARRACTIV_W48.5,PARACTIV_W48.5,FAMNEEDS_W48.5,DEPLOY_W48.5,IMPCTDEPLOY_REASK,IMPCTDEPLOYa_W48.5,IMPCTDEPLOYb_W48.5,IMPCTDEPLOYc_W48.5,IMPCTDEPLOYd_W48.5,COMBAT_W48.5,COMBATEXPa_W48.5,COMBATEXPb_W48.5,COMBATEXPc_W48.5,COMBATEXPd_W48.5,COMBATRSLTa_W48.5,COMBATRSLTb_W48.5,COMBATRSLTc_W48.5,COMBATRSLTd_W48.5,INJURED_W48.5,KNOWINJURED_W48.5,KNOWKILLED_W48.5,MILTRAIN_W48.5,MILTOCIV_W48.5,CIVADJ_W48.5,VAJOB_W48.5,VABENEFITS_W48.5,GOVHELP_W48.5,CIVADJPROBa_W48.5,CIVADJPROBb_W48.5,CIVADJPROBc_W48.5,CIVADJPROBd_W48.5,CIVADJPROBe_W48.5,CIVADJISSa_W48.5,CIVADJISSb_W48.5,CIVADJISSc_W48.5,CIVADJISSd_W48.5,CIVADJISSe_W48.5,UPDOWN_W48.5,WORKUPDOWN_W48.5,HADJOB_W48.5,LOOKJOB_W48.5,SCHOOL_W48.5,MILJOBSKILLS_W48.5,FINDJOB_W48.5,JOBQUAL_W48.5,FIRSTJOB_W48.5,MILHELPJOB_REASK,MILHELPJOB_W48.5,TRAUMA1_W48.5,TRAUMA2_W48.5,TRAUMA3_W48.5,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHN,F_NATIVITY,F_CITIZEN,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,F_VET1,WEIGHT_GP,WEIGHT_VET
201501283889,3,3,9,4,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,2,2,4,3,2,2,1,2,2,3,1,2,2,3,2,1,2,1,1,1,1,1,1,1,3,1,3,1,2,2,3,4,1,1,2,2,2,NA,NA,2,2,NA,2,1,1,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,3,2,3,2,3,2,2,2,2,2,4,2,2,2,4,1,4,2,2,2,4,NA,NA,NA,1,NA,1,2,2,1,4,2,1,1,6,2,1,1,1,1,6,1,1,2,1,NA,1,2,3,1,1,1,2,1,NA,0.6102872173
201501354700,3,3,9,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,3,3,1,1,NA,3,1,2,1,4,3,2,4,3,2,4,4,4,2,1,1,1,3,3,1,3,3,3,3,3,3,1,4,4,4,1,1,2,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,2,1,2,1,3,2,2,2,1,2,4,4,1,1,4,3,NA,2,2,1,1,NA,NA,NA,1,NA,2,2,2,1,4,4,1,1,5,2,1,1,1,1,1,9,NA,6,3,2,2,8,1,1,3,1,2,1,NA,0.747926027
201501360954,3,3,9,4,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,4,NA,1,1,1,1,1,1,3,1,1,3,99,2,2,1,2,2,1,1,1,1,3,2,2,1,1,1,4,2,4,2,1,2,4,NA,NA,2,2,NA,2,1,1,1,3,3,1,2,1,2,2,1,3,1,1,4,3,3,1,2,1,1,1,3,2,2,2,2,2,4,3,1,1,4,1,NA,2,2,1,4,NA,NA,NA,1,NA,2,2,2,1,4,4,1,1,6,2,1,1,1,1,1,2,2,2,1,NA,1,5,2,1,1,1,1,1,NA,0.6299218071
201501600458,3,3,9,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,3,1,3,3,4,3,3,2,1,4,3,2,3,4,2,4,4,4,2,2,2,1,1,3,3,3,3,3,3,3,3,2,2,2,4,1,2,2,2,2,2,2,NA,3,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,1,2,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,4,2,1,1,3,3,1,2,1,5,1,1,1,1,3,2,1,1,6,2,2,2,1,1,1,1,1,1,2,NA,2,9,1,1,3,1,1,1,NA,1.5114748531
201501600702,3,3,9,4,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,2,1,NA,3,1,2,2,3,1,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,3,1,3,1,1,3,2,2,2,1,4,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,2,3,1,3,1,3,2,2,2,1,2,4,4,1,1,3,3,NA,2,1,2,2,NA,NA,NA,1,NA,2,2,2,1,2,4,1,1,5,2,1,1,1,1,5,2,2,5,3,1,1,3,3,1,3,1,2,1,NA,0.5914880124
201501601699,3,3,9,4,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,1,1,4,4,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,3,2,1,1,1,3,1,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,4,1,3,1,2,1,2,2,2,2,3,3,3,1,3,1,4,2,1,3,1,NA,NA,NA,1,NA,1,2,2,1,3,4,1,1,5,2,1,1,1,1,1,3,2,2,1,NA,1,6,2,1,1,1,1,1,NA,0.5658749939
201501602652,3,1,9,4,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3,1,2,2,2,3,2,1,1,1,1,1,1,1,3,2,1,3,1,1,2,1,3,3,3,3,3,3,3,3,3,1,2,1,1,1,2,4,NA,NA,2,2,NA,3,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,2,2,3,2,1,2,1,2,4,1,1,1,4,1,1,2,1,3,1,NA,NA,NA,1,NA,2,2,2,1,1,3,1,2,3,1,5,3,1,1,1,2,2,2,4,1,1,8,1,1,1,1,1,1,NA,0.9417203103
201501602753,3,3,9,4,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,99,99,1,1,1,3,1,3,3,3,1,1,1,2,2,1,1,1,1,4,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,1,2,1,1,2,1,1,3,1,4,1,1,2,2,2,2,2,3,2,2,2,1,2,3,3,1,1,4,1,1,2,2,3,2,NA,NA,NA,1,NA,2,2,2,1,2,4,1,1,5,2,1,1,1,1,1,1,1,2,1,NA,1,6,2,1,1,1,2,1,NA,0.7080175801
201501603019,3,1,9,4,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,1,NA,2,1,2,1,4,2,2,4,4,2,4,4,4,99,2,2,1,1,1,3,1,3,3,1,1,1,4,4,4,4,1,3,2,NA,NA,2,2,NA,3,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,1,2,1,3,2,2,2,2,2,4,3,1,3,4,3,NA,2,1,2,1,NA,NA,NA,1,NA,2,2,2,1,1,3,1,1,5,2,1,1,1,1,1,9,NA,6,2,NA,2,8,1,1,5,1,2,1,NA,0.5113916911
201501603147,3,1,9,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,2,2,1,2,2,2,2,2,1,2,4,4,2,3,3,4,1,99,1,1,1,1,1,3,2,3,3,1,1,3,3,3,4,1,2,4,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,2,2,2,3,1,2,1,1,1,2,2,3,3,1,2,3,1,1,1,NA,1,2,NA,NA,NA,1,NA,2,2,2,1,3,2,2,1,6,2,2,2,1,1,1,1,2,2,2,NA,2,9,1,1,3,1,1,1,NA,0.9473996369
201501603588,3,1,9,4,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,NA,3,1,1,1,4,3,2,2,1,4,2,2,4,4,2,4,4,4,2,2,2,1,1,3,1,3,3,3,1,1,3,4,4,4,4,2,3,2,NA,NA,1,2,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,2,1,3,1,3,2,2,2,2,2,2,3,1,1,4,1,1,2,2,1,1,NA,NA,NA,1,NA,2,2,2,1,4,3,1,1,5,2,1,1,1,1,1,10,NA,6,3,2,2,8,1,1,4,1,1,3,NA,0.3211746381
201501603687,3,3,9,4,0,0,1,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3,3,1,1,NA,2,1,2,1,4,3,2,4,4,2,4,4,4,2,1,1,1,1,1,1,3,2,3,1,3,1,3,4,4,4,1,5,2,NA,NA,1,1,1,3,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,4,1,3,2,2,2,2,2,3,4,4,1,4,1,NA,2,3,3,NA,NA,NA,NA,1,NA,2,2,2,1,3,4,1,2,3,2,1,1,1,1,1,1,1,5,2,NA,2,6,2,1,3,1,2,1,NA,0.9471622082
201501603919,3,1,9,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,1,1,2,2,1,1,2,1,2,3,2,1,3,2,1,2,2,1,1,1,1,1,1,3,3,2,1,2,3,2,2,3,2,1,3,1,2,2,1,2,1,2,1,3,3,2,3,1,2,2,2,2,NA,NA,NA,NA,4,2,2,1,3,2,2,1,3,2,2,2,2,2,4,3,1,1,4,1,3,1,NA,3,2,NA,1,3,1,2,2,2,2,2,1,2,1,1,6,2,1,1,1,1,1,1,2,2,1,NA,1,8,1,1,2,1,2,1,NA,0.5443608293
201501604253,3,1,9,4,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,2,3,NA,1,1,2,2,2,3,3,4,4,2,4,4,4,2,1,2,1,1,3,1,3,2,3,1,3,3,3,2,3,4,1,2,2,NA,NA,2,2,NA,3,1,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,4,2,2,1,3,1,2,2,2,2,3,2,2,1,3,1,NA,2,1,3,1,NA,NA,NA,1,NA,1,2,2,1,1,4,1,2,3,2,1,1,1,1,1,2,2,5,3,2,2,6,2,1,3,1,2,1,NA,1.3351929608
201501604382,3,1,9,4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,3,1,2,3,3,2,2,2,1,4,3,2,4,4,2,4,4,4,2,2,2,1,1,3,3,2,3,3,3,1,3,4,4,2,4,1,3,2,2,2,1,1,1,3,1,1,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,3,3,2,1,2,1,1,2,1,2,2,3,2,1,1,3,1,2,1,3,3,2,2,3,1,5,2,1,2,1,3,3,2,2,4,2,4,4,1,1,3,1,2,5,2,NA,2,2,3,1,3,1,2,1,NA,0.3756236805
201501604812,3,3,9,4,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3,1,1,2,3,1,1,1,1,1,3,1,2,1,3,2,2,2,2,2,2,1,1,1,3,2,3,2,1,3,3,1,3,2,1,1,2,2,NA,NA,2,2,NA,3,1,3,3,2,1,1,1,2,2,1,3,3,1,3,2,2,2,1,2,2,2,1,3,2,2,2,2,2,3,4,2,2,4,3,3,1,NA,2,2,NA,NA,NA,1,NA,2,2,2,1,3,2,1,3,2,2,1,1,1,1,1,1,1,5,3,1,1,7,1,1,2,1,2,1,NA,5.5867667001
201501605240,3,2,9,4,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,2,1,NA,1,1,1,1,1,3,1,1,1,3,1,1,1,2,99,1,1,1,3,3,3,3,3,3,3,3,3,2,2,1,1,1,2,NA,NA,1,2,2,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,3,1,1,1,2,3,2,2,1,3,2,2,2,2,2,2,3,1,1,2,1,NA,1,NA,3,4,NA,NA,NA,1,NA,1,1,1,1,3,4,1,3,2,2,1,1,1,1,1,12,NA,5,3,1,1,8,1,1,3,1,2,1,NA,5.5867667001
201501605867,3,3,9,4,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,2,2,NA,3,2,1,1,1,3,1,1,1,3,1,1,1,2,2,2,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,1,4,NA,NA,1,2,2,2,1,3,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,2,4,1,2,1,2,1,2,1,2,2,2,1,2,3,NA,2,1,2,2,NA,NA,NA,1,NA,1,1,1,1,3,4,1,2,4,2,1,1,1,1,1,11,NA,5,3,1,1,6,2,1,1,1,1,1,NA,1.868586313
201501605935,3,1,9,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,3,1,1,1,1,1,1,2,1,3,3,2,3,3,2,4,3,4,2,1,1,1,1,1,1,2,1,3,1,2,2,2,3,3,3,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,2,1,2,1,1,1,3,3,4,1,1,1,1,1,2,1,3,2,2,2,2,2,4,4,1,1,4,1,1,1,NA,3,1,NA,3,3,1,2,1,2,2,1,2,2,1,1,6,2,2,2,1,1,1,1,2,3,2,NA,2,9,1,1,3,1,1,3,NA,0.4588091595
201501606496,3,3,9,4,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,4,4,NA,4,4,2,1,3,1,3,2,3,2,3,3,2,2,2,2,2,1,1,1,2,1,1,1,1,1,3,4,3,2,1,3,2,NA,NA,1,1,3,3,2,2,2,2,2,1,2,1,1,1,1,1,1,1,4,1,2,1,3,4,2,1,2,1,2,2,1,1,2,1,1,1,2,2,NA,99,NA,2,NA,NA,NA,NA,1,NA,2,1,1,1,3,4,1,2,3,2,2,2,1,1,1,1,1,2,2,NA,2,4,2,1,3,1,2,1,NA,1.8102015372
201501606776,3,3,9,4,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,1,NA,1,1,2,1,3,2,3,4,4,2,3,3,4,2,2,2,1,3,3,3,3,3,3,3,3,3,4,2,3,4,2,1,5,NA,NA,2,2,NA,3,1,3,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,1,1,4,2,3,2,2,2,2,2,4,4,1,2,4,3,NA,2,1,1,3,NA,NA,NA,1,NA,2,2,2,1,4,4,1,1,5,2,1,1,1,1,1,11,NA,6,2,NA,2,8,1,1,3,0,1,1,NA,1.232677175
201501606876,3,1,9,4,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,3,1,1,2,2,2,2,2,1,3,2,3,4,4,2,4,4,4,1,2,1,1,1,3,1,3,3,3,3,3,3,3,3,4,4,1,2,2,2,2,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,2,3,4,1,3,2,2,2,2,2,3,3,2,2,2,1,1,2,3,1,NA,NA,NA,NA,1,NA,2,2,2,1,3,2,2,1,5,2,1,1,1,1,3,12,NA,5,2,NA,2,5,2,1,4,1,2,3,NA,0.4368646097
201501608939,3,1,9,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3,2,2,NA,3,3,1,2,2,3,3,3,2,2,3,2,2,2,1,1,1,1,3,1,3,3,3,1,2,3,2,3,4,2,1,1,4,1,2,2,2,NA,2,1,1,3,1,2,1,2,1,2,2,1,1,1,3,4,1,2,1,3,2,3,1,3,2,1,1,2,2,2,4,2,1,3,1,NA,2,1,3,2,1,3,3,1,1,2,2,2,1,3,2,2,2,4,2,1,1,1,1,2,1,1,4,3,2,2,3,3,2,3,1,2,1,NA,1.0168545186
201501614057,3,2,9,4,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,3,2,2,NA,2,2,2,1,4,2,2,4,4,2,4,3,4,2,2,2,1,1,3,1,3,3,3,1,3,3,4,4,4,4,2,2,4,NA,NA,1,1,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,2,2,2,1,3,2,2,2,2,2,4,3,2,2,4,3,NA,2,1,2,3,NA,NA,NA,1,NA,2,2,2,1,1,4,1,2,4,2,1,1,4,1,5,2,2,1,4,2,2,4,2,1,3,1,1,1,NA,2.2005677401
201501614270,3,3,9,4,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,2,NA,2,1,1,1,1,3,1,1,1,2,2,1,2,1,2,1,1,1,1,3,3,3,1,1,1,1,1,2,2,1,1,1,99,NA,NA,2,2,NA,2,1,1,1,1,1,1,2,2,2,2,NA,NA,NA,NA,4,1,1,1,1,1,3,2,99,2,2,2,2,2,4,1,1,1,4,3,NA,1,NA,3,1,NA,NA,NA,1,NA,2,2,2,1,3,4,1,2,4,2,1,1,1,1,1,2,2,2,1,NA,1,6,2,1,2,1,1,1,NA,0.9471622082
201501615608,3,1,9,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3,1,1,2,3,4,1,1,1,1,3,1,1,1,3,2,2,2,2,2,1,1,1,1,1,3,2,3,1,3,1,1,3,1,1,1,3,2,2,2,1,1,4,2,1,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,4,4,4,1,2,1,2,2,2,2,1,1,2,1,1,3,4,2,1,3,3,1,2,3,1,1,1,2,2,1,3,2,1,3,2,2,99,9,1,1,1,1,1,3,1,NA,1,6,2,3,1,1,1,1,NA,2.2398357431
201501617119,3,1,9,4,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,4,1,1,1,1,5,1,1,2,1,1,1,3,1,3,1,3,1,1,2,1,2,2,1,1,3,1,4,1,1,1,1,2,2,1,2,2,2,2,2,2,4,4,1,1,2,1,1,2,1,3,1,1,1,3,1,1,2,2,2,1,3,2,1,1,6,2,1,1,1,1,1,1,1,1,1,NA,1,8,1,1,2,1,2,1,NA,0.2591726224
201501617177,3,3,9,4,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3,3,2,4,NA,2,2,2,1,4,1,2,4,4,2,4,4,4,2,99,2,2,1,2,3,3,3,1,3,3,3,4,2,4,3,2,1,4,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,4,4,2,2,1,1,1,1,1,1,1,2,3,1,2,NA,2,1,1,4,NA,NA,NA,1,NA,1,1,1,1,4,3,1,2,4,2,1,1,1,1,1,5,NA,4,2,NA,2,5,2,1,5,1,2,1,NA,1.9989449925
201501618342,3,1,9,4,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3,1,1,2,1,2,1,2,1,4,2,3,4,4,2,4,4,4,1,1,1,1,1,1,3,3,2,3,1,1,1,4,4,4,4,2,2,2,NA,NA,1,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,3,2,2,1,2,1,2,1,2,2,2,3,1,1,3,1,1,2,1,1,2,NA,NA,NA,1,NA,2,2,1,1,3,2,1,1,5,1,4,3,1,1,1,12,NA,6,2,NA,2,9,1,1,4,1,1,1,NA,0.79459021
201501620602,3,2,9,4,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3,3,1,1,NA,2,1,2,1,4,2,2,4,4,2,4,4,4,2,2,1,1,1,3,3,3,3,3,3,3,3,4,4,4,4,2,2,4,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,2,2,3,1,3,2,2,2,2,2,4,3,2,2,4,3,NA,2,1,1,3,NA,NA,NA,1,NA,2,2,2,1,3,4,1,1,6,2,1,1,1,1,1,12,NA,5,2,NA,2,9,1,1,4,1,1,1,NA,0.5658749939
201501622488,3,3,9,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,1,2,1,3,2,2,1,4,2,2,4,4,2,4,4,4,2,2,2,1,3,3,3,3,3,1,3,2,1,4,4,4,4,2,1,4,NA,NA,2,2,NA,2,1,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,3,4,3,3,2,3,1,1,1,1,2,4,4,2,3,4,1,4,2,1,2,4,NA,NA,NA,1,NA,1,2,2,1,1,2,1,1,6,2,1,1,1,1,1,11,NA,5,4,2,2,8,1,1,5,1,1,1,NA,1.2737333314
201501623815,3,1,9,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,3,2,1,1,2,1,1,2,1,1,1,5,4,1,2,1,2,2,4,1,1,3,3,1,1,2,2,2,2,NA,NA,NA,NA,4,1,1,1,2,2,3,1,2,1,2,2,1,2,3,3,1,1,2,2,1,2,1,1,1,2,1,1,1,5,2,2,2,1,4,2,1,1,6,2,1,1,1,1,1,2,2,3,1,NA,1,6,2,1,1,1,2,1,NA,0.5552986031
201501623907,3,3,9,4,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,1,NA,1,1,1,1,2,3,1,2,2,3,2,1,2,1,2,1,1,1,1,1,2,2,3,1,1,3,2,2,1,2,1,2,2,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,2,2,3,2,3,2,2,2,2,2,2,3,1,1,3,3,NA,2,1,1,1,NA,NA,NA,1,NA,2,2,2,1,3,4,1,1,5,2,1,1,1,1,1,1,1,2,4,1,1,8,1,1,1,1,1,1,NA,0.6773585185
201501626548,3,1,9,4,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,3,2,3,NA,2,1,2,2,3,1,2,3,4,2,4,3,4,1,1,2,1,1,3,3,3,1,3,3,3,3,1,2,2,2,1,2,4,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,3,2,2,1,3,2,1,2,1,2,3,1,2,2,3,3,NA,2,1,1,2,NA,NA,NA,1,NA,1,99,99,1,3,4,1,1,5,2,1,1,1,1,1,1,1,2,2,NA,2,3,3,1,2,1,2,1,NA,1.1163729499
201501627319,3,1,9,4,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,3,2,2,NA,2,2,2,1,2,1,2,4,4,2,3,3,3,2,2,1,1,1,3,1,3,2,3,3,3,1,4,4,4,1,1,5,2,NA,NA,1,1,1,4,1,3,3,3,2,1,2,2,2,2,NA,NA,NA,NA,2,2,1,1,2,2,2,1,3,2,2,2,2,2,2,3,1,1,2,1,NA,1,NA,3,1,NA,NA,NA,1,NA,2,1,1,1,3,3,2,2,3,1,5,3,1,1,3,1,1,4,2,NA,2,5,2,1,2,1,1,3,NA,0.548848151
201501639977,3,1,9,4,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,2,NA,3,3,2,1,4,1,2,4,4,2,4,4,4,1,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,2,1,4,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,4,2,1,2,1,1,2,2,2,1,1,3,3,2,1,NA,2,1,1,4,NA,NA,NA,1,NA,1,1,1,1,4,3,2,2,3,2,5,4,1,1,3,2,2,6,2,NA,2,1,3,1,5,1,2,1,NA,1.0096614334
201501640898,3,1,9,4,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,1,3,1,3,1,2,1,4,3,2,4,4,2,4,4,4,1,1,1,1,1,1,3,1,1,1,3,1,2,4,4,4,4,1,2,4,NA,NA,1,2,3,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,3,1,3,2,2,2,2,2,2,2,3,2,1,2,4,1,4,1,NA,3,4,NA,NA,NA,1,NA,2,2,2,2,3,4,1,2,3,2,1,1,1,1,1,1,1,2,2,NA,2,9,1,1,99,1,2,1,NA,0.9471622082
201501642191,3,1,9,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3,1,3,2,3,3,4,1,99,3,2,3,3,2,99,2,2,2,2,2,2,1,3,3,3,2,3,3,3,3,3,3,4,4,3,2,5,2,2,2,2,2,NA,2,1,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,3,2,4,1,2,2,2,2,2,2,4,4,2,1,3,3,4,2,1,1,3,1,3,3,1,2,2,2,2,1,4,2,1,2,3,1,1,3,1,1,2,9,NA,6,4,1,1,9,1,2,3,1,2,1,NA,0.8167882636
